OTUID	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_15087	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Unclassified	Unclassified
OTU_15088	Bacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15089	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15090	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Unclassified
OTU_15091	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unclassified	Unclassified	Unclassified
OTU_15092	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae 1	Brevibacillus	Unclassified
OTU_15093	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Intrasporangium	Unclassified
OTU_15094	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Geminicoccaceae	Arboricoccus	Unclassified
OTU_15095	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15096	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Isosphaeraceae	Unclassified	Unclassified
OTU_15097	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Arenimicrobiaceae	Arenimicrobium	Unclassified
OTU_15098	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15099	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora	Unclassified
OTU_15100	Bacteria	Candidatus Saccharibacteria	Unclassified	Unclassified	Unclassified	Saccharibacteria genera incertae sedis	Unclassified
OTU_15102	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	Unclassified
OTU_15103	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15104	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Isosphaeraceae	Unclassified	Unclassified
OTU_15105	Bacteria	Acidobacteria	Acidobacteria Gp16	Unclassified	Unclassified	Gp16	Unclassified
OTU_15106	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15107	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Unclassified	Unclassified	Unclassified
OTU_15108	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unclassified	Unclassified
OTU_15109	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15110	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Unclassified	Unclassified
OTU_15111	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified	Unclassified
OTU_15112	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unclassified
OTU_15113	Bacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15114	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15115	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	Unclassified
OTU_15116	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15117	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15118	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15119	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15120	Bacteria	Acidobacteria	Acidobacteria Gp6	Unclassified	Unclassified	Gp6	Unclassified
OTU_15121	Bacteria	Acidobacteria	Acidobacteria Gp6	Unclassified	Unclassified	Gp6	Unclassified
OTU_15122	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Geminicoccaceae	Arboricoccus	Unclassified
OTU_15123	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Unclassified
OTU_15124	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae 1	Cohnella	Unclassified
OTU_15125	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae 2	Ammoniphilus	Unclassified
OTU_15126	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15127	Bacteria	Verrucomicrobia	Spartobacteria	Unclassified	Unclassified	Spartobacteria genera incertae sedis	Unclassified
OTU_15128	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Unclassified
OTU_15129	Bacteria	Chloroflexi	Anaerolineae	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15130	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Unclassified
OTU_15131	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Unclassified
OTU_15132	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified
OTU_15134	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Unclassified	Unclassified	Unclassified
OTU_15135	Bacteria	candidate division WPS-1	Unclassified	Unclassified	Unclassified	WPS-1 genera incertae sedis	Unclassified
OTU_15136	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Unclassified
OTU_15137	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Unclassified
OTU_15138	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Geminicoccaceae	Arboricoccus	Unclassified
OTU_15139	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15140	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Unclassified	Unclassified
OTU_15141	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Unclassified	Unclassified
OTU_15142	Bacteria	Chloroflexi	Anaerolineae	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15143	Bacteria	Acidobacteria	Acidobacteria Gp6	Unclassified	Unclassified	Gp6	Unclassified
OTU_15144	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Nitrolancea	Unclassified
OTU_15145	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	Unclassified
OTU_15146	Bacteria	Verrucomicrobia	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15147	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	Unclassified
OTU_15148	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unclassified	Unclassified
OTU_15149	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15150	Bacteria	Acidobacteria	Acidobacteria Gp3	Unclassified	Unclassified	Gp3	Unclassified
OTU_15151	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Thermoguttaceae	Thermostilla	Unclassified
OTU_15152	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Unclassified
OTU_15153	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Thermoguttaceae	Unclassified	Unclassified
OTU_15154	Bacteria	Acidobacteria	Acidobacteria Gp6	Unclassified	Unclassified	Gp6	Unclassified
OTU_15155	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15156	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15157	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Thermoguttaceae	Thermostilla	Unclassified
OTU_15158	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Unclassified	Unclassified
OTU_15159	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	Unclassified
OTU_15160	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Unclassified	Unclassified
OTU_15161	Bacteria	Acidobacteria	Acidobacteria Gp7	Unclassified	Unclassified	Gp7	Unclassified
OTU_15162	Bacteria	candidate division WPS-1	Unclassified	Unclassified	Unclassified	WPS-1 genera incertae sedis	Unclassified
OTU_15163	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	Unclassified
OTU_15164	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobium	Unclassified
OTU_15166	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Unclassified	Unclassified
OTU_15167	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Unclassified	Unclassified	Unclassified
OTU_15168	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Panacagrimonas	Unclassified
OTU_15169	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Cephaloticoccus	Unclassified
OTU_15170	Bacteria	Rhodothermaeota	Rhodothermia	Rhodothermales	Salisaetaceae	Roseithermus	Unclassified
OTU_15171	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15173	Bacteria	Acidobacteria	Acidobacteria Gp17	Unclassified	Unclassified	Gp17	Unclassified
OTU_15174	Archaea	Thaumarchaeota	Unclassified	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Unclassified
OTU_15175	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Unclassified	Unclassified
OTU_15176	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified
OTU_15177	Bacteria	Acidobacteria	Acidobacteria Gp16	Unclassified	Unclassified	Gp16	Unclassified
OTU_15178	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Subdivision3 genera incertae sedis	Unclassified
OTU_15179	Bacteria	Candidatus Saccharibacteria	Unclassified	Unclassified	Unclassified	Saccharibacteria genera incertae sedis	Unclassified
OTU_15180	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Unclassified	Unclassified
OTU_15181	Bacteria	Firmicutes	Clostridia	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15182	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Polyangium	Unclassified
OTU_15183	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified
OTU_15184	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Isosphaeraceae	Singulisphaera	Unclassified
OTU_15185	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15186	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_15187	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Aetherobacter	Unclassified
OTU_15188	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Unclassified
OTU_15189	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Unclassified
OTU_15190	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter	Unclassified
OTU_15191	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Dietziaceae	Dietzia	Unclassified
OTU_15192	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15193	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15194	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15195	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified
OTU_15196	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Unclassified	Unclassified
OTU_15197	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15198	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	Unclassified
OTU_15199	Bacteria	Acidobacteria	Acidobacteria Gp3	Unclassified	Unclassified	Gp3	Unclassified
OTU_15200	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	Unclassified
OTU_15201	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15202	Bacteria	Acidobacteria	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	Unclassified
OTU_15203	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Fimbriiglobus	Unclassified
OTU_15204	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria incertae sedis	Unclassified	Acidibacter	Unclassified
OTU_15205	Bacteria	Acidobacteria	Acidobacteria Gp25	Unclassified	Unclassified	Gp25	Unclassified
OTU_15206	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Geminicoccaceae	Arboricoccus	Unclassified
OTU_15207	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15208	Bacteria	Actinobacteria	Thermoleophilia	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15209	Bacteria	Acidobacteria	Acidobacteria Gp6	Unclassified	Unclassified	Gp6	Unclassified
OTU_15211	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria incertae sedis	Unclassified	Acidibacter	Unclassified
OTU_15212	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15213	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Vampirovibrio	Unclassified
OTU_15215	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Unclassified
OTU_15216	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Unclassified
OTU_15217	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Geminicoccaceae	Unclassified	Unclassified
OTU_15218	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15219	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unclassified
OTU_15220	Bacteria	Verrucomicrobia	Subdivision3	Unclassified	Unclassified	Subdivision3 genera incertae sedis	Unclassified
OTU_15221	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unclassified	Unclassified	Unclassified
OTU_15222	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Unclassified	Unclassified
OTU_15223	Bacteria	Candidatus Saccharibacteria	Unclassified	Unclassified	Unclassified	Saccharibacteria genera incertae sedis	Unclassified
OTU_15225	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15226	Bacteria	Chloroflexi	Anaerolineae	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15227	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified
OTU_15228	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Zavarzinella	Unclassified
OTU_15230	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15231	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Unclassified
OTU_15232	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15233	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Thermoguttaceae	Thermostilla	Unclassified
OTU_15234	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15235	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15236	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Unclassified	Unclassified
OTU_15237	Bacteria	Candidatus Saccharibacteria	Unclassified	Unclassified	Unclassified	Saccharibacteria genera incertae sedis	Unclassified
OTU_15238	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unclassified	Unclassified
OTU_15239	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15240	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15242	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15243	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Unclassified	Unclassified
OTU_15244	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15245	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Unclassified
OTU_15246	Bacteria	Chloroflexi	Anaerolineae	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15247	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Unclassified
OTU_15248	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15249	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
OTU_15250	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Unclassified	Unclassified	Unclassified
OTU_15251	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	Unclassified
OTU_15252	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Geminicoccaceae	Geminicoccus	Unclassified
OTU_15253	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Unclassified	Unclassified
OTU_15255	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Unclassified
OTU_15256	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Unclassified	Unclassified
OTU_15257	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15258	Bacteria	Armatimonadetes	Unclassified	Unclassified	Unclassified	Armatimonadetes gp2	Unclassified
OTU_15259	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unclassified	Unclassified	Unclassified
OTU_15260	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Unclassified	Unclassified	Unclassified
OTU_15261	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Unclassified
OTU_15262	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Zavarzinella	Unclassified
OTU_15263	Bacteria	Acidobacteria	Acidobacteria Gp4	Unclassified	Unclassified	Gp4	Unclassified
OTU_15264	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Unclassified
OTU_15265	Bacteria	Acidobacteria	Acidobacteria Gp10	Unclassified	Unclassified	Gp10	Unclassified
OTU_15266	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Isosphaeraceae	Unclassified	Unclassified
OTU_15267	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Wenzhouxiangellaceae	Wenzhouxiangella	Unclassified
OTU_15269	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
OTU_15270	Bacteria	Acidobacteria	Acidobacteria Gp6	Unclassified	Unclassified	Gp6	Unclassified
OTU_15271	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15272	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Ureibacillus	Unclassified
OTU_15273	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	Unclassified
OTU_15274	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15275	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavitalea	Unclassified
OTU_15276	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Mariniradius	Unclassified
OTU_15277	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermanaerothrix	Unclassified
OTU_15278	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15279	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15280	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unclassified
OTU_15281	Bacteria	Chloroflexi	Anaerolineae	Unclassified	Unclassified	Unclassified	Unclassified
OTU_15282	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Lewinellaceae	Unclassified	Unclassified
OTU_15284	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Arenimicrobiaceae	Arenimicrobium	Unclassified
